commentID,avgparseht,avgNPsent,avgVPsent,avgSUBsent,avgcosine,avgwordover,avgNNPRPover,avgPRPsent,avgDefSent
525501,10.1667,4.0000,3.1667,0.5000,0.1308,0.0753,0.0000,0.3333,0.6667
176777,12.3000,9.4000,3.7000,0.9000,0.2069,0.1030,0.1013,1.6000,1.1000
367379,11.5000,5.8333,3.1667,0.3333,0.1469,0.0540,0.0200,1.1667,1.3333
201521,6.0000,2.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
185156,11.5000,7.5000,2.5000,0.5000,0.1966,0.0963,0.0370,1.5000,1.2500
410283,8.0000,2.0000,2.0000,0.5000,0.0000,0.0000,0.0000,0.5000,0.0000
249417,10.2000,6.0000,4.4000,0.0000,0.2493,0.0946,0.0417,1.8000,0.8000
187635,19.6667,16.6667,4.3333,1.3333,0.6860,0.2222,0.0556,0.6667,6.3333
245201,15.7778,8.5556,5.7778,1.4444,0.2149,0.1357,0.0469,1.7778,1.1111
20231,8.0000,4.0000,2.2500,0.7500,0.1440,0.0992,0.0000,1.2500,0.2500
375873,12.7500,7.4167,4.6667,1.2500,0.2625,0.1140,0.0896,1.9167,1.5000
248992,18.0000,11.0000,9.0000,2.0000,�,�,�,2.0000,0.0000
397204,9.1538,4.9231,2.1538,0.2308,0.2345,0.1272,0.0802,0.3846,0.6154
294812,13.5000,7.0000,6.2500,1.5000,0.2215,0.0982,0.0000,1.0000,2.2500
195752,13.5000,6.0000,8.0000,0.5000,0.1963,0.1333,0.2000,1.5000,1.0000
361698,9.7500,6.4167,2.7500,0.5000,0.0995,0.0582,0.0625,1.3333,0.6667
72892,17.1667,12.3333,7.0000,1.5000,0.4883,0.1516,0.0457,1.0000,4.1667
254480,14.5000,8.0000,4.0000,1.5000,0.1959,0.0909,0.0000,0.0000,1.0000
222644,12.2500,9.5000,4.5000,1.0000,0.3588,0.1167,0.0833,1.2500,2.5000
457051,10.3333,4.3333,2.0000,0.6667,0.0000,0.0000,0.0000,1.3333,0.6667
223909,13.7500,5.7500,4.0000,1.2500,0.0230,0.0139,0.0000,1.2500,0.5000
106480,14.7500,12.0000,6.7500,1.2500,0.2532,0.1127,0.0944,1.7500,1.7500
78907,12.8750,8.6250,4.2500,0.8750,0.1446,0.0423,0.0238,1.1250,0.8750
3568,12.2857,7.0000,4.1429,0.5714,0.1515,0.0537,0.0312,1.8571,0.1429
17762,6.6667,2.3333,1.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
323724,13.1111,9.2222,4.5556,1.3333,0.2004,0.1128,0.0698,0.5556,1.5556
281839,13.0000,5.0000,4.0000,0.5000,0.1381,0.0476,0.1111,1.5000,1.0000
142905,13.3846,7.2308,5.6923,0.7692,0.1964,0.0857,0.0327,1.1538,1.2308
245901,14.8571,6.2857,5.4286,1.4286,0.1600,0.1053,0.1032,1.2857,0.8571
167229,12.3846,6.2308,3.2308,1.0769,0.2095,0.1251,0.1667,1.7692,0.6154
397523,8.6000,8.2000,2.4000,0.0000,0.1098,0.0333,0.0000,1.6000,0.6000
226480,11.7143,8.5714,3.7143,0.4286,0.1461,0.0885,0.0727,0.2857,1.0000
386480,10.8571,4.7143,4.0000,0.7143,0.0810,0.0405,0.0370,1.2857,0.7143
271870,13.1111,6.4444,4.5556,0.6667,0.2059,0.0934,0.0208,0.7778,1.3333
506316,7.0000,2.0000,2.0000,0.0000,�,�,�,1.0000,0.0000
216920,12.0909,4.8182,4.0909,0.9091,0.2933,0.1910,0.1733,1.0909,0.6364
254423,13.8889,8.6667,5.4444,1.4444,0.1873,0.1124,0.0990,1.8889,0.6667
443108,19.0000,10.5000,7.5000,2.0000,0.2106,0.1212,0.0000,2.5000,1.0000
47562,10.0000,4.5000,1.5000,0.5000,0.0000,0.0000,0.0000,1.0000,0.0000
430900,11.6667,10.0000,2.0000,0.3333,0.2792,0.1310,0.1000,0.6667,0.3333
131125,15.0000,12.5000,5.5000,1.5000,0.4713,0.1944,0.1000,1.5000,3.5000
95271,11.3333,8.0000,5.0000,0.3333,0.2188,0.1153,0.0000,0.6667,1.3333
418441,10.5714,5.3571,2.4286,0.5714,0.1184,0.0566,0.0799,1.2857,0.4286
350721,8.0000,3.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000
367793,8.0000,4.5000,2.8333,0.3333,0.0479,0.0146,0.0308,0.0000,0.6667
47602,12.1429,7.2857,4.2857,0.8571,0.1283,0.0644,0.0752,1.2857,0.4286
486611,14.0000,8.0000,3.0000,1.0000,0.6013,0.2500,0.2500,0.5000,2.5000
412263,18.0000,7.5000,5.5000,2.5000,0.0897,0.0278,0.0000,1.0000,0.5000
213768,12.6000,6.2000,5.2000,1.8000,0.2252,0.1312,0.1389,2.6000,0.4000
158288,12.4167,5.7500,3.0000,0.7500,0.1807,0.1073,0.0514,0.6667,0.3333
240209,13.7500,8.1250,4.2500,1.1250,0.1820,0.0907,0.0691,1.6250,1.0000
440611,12.5000,5.5000,4.5000,1.0000,0.0084,0.0952,0.1667,0.0000,1.0000
288762,14.2222,8.6667,5.5556,1.1111,0.1974,0.0794,0.0252,0.6667,1.5556
206960,13.4444,6.3333,5.7778,1.5556,0.3768,0.2557,0.2608,1.0000,1.5556
444705,9.2500,4.5000,2.5000,0.0000,0.1355,0.0317,0.0000,0.0000,1.2500
264073,10.3333,6.5000,2.0000,0.6667,0.1197,0.0605,0.0733,0.5000,1.0000
325457,10.6000,6.0000,3.0000,0.4000,0.1227,0.0805,0.0312,0.8000,0.8000
438608,8.7500,2.5000,2.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.7500
493481,11.3333,4.3333,3.0000,0.6667,0.2570,0.1333,0.1250,0.6667,0.6667
344354,7.3333,3.3333,1.0000,0.3333,0.1146,0.0714,0.0000,0.6667,0.0000
403211,12.2500,14.7500,8.7500,2.5000,0.1227,0.0293,0.0155,1.5000,1.2500
418731,11.1429,6.6429,4.0000,0.8571,0.1872,0.1016,0.0881,2.3571,0.6429
476257,7.0000,2.5000,1.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1.0000
420105,11.4286,5.5714,4.1429,0.8571,0.2817,0.1303,0.0810,1.2857,1.2857
81010,15.7500,6.7500,5.7500,0.5000,0.3507,0.1647,0.0556,1.7500,2.0000
155338,21.0000,16.0000,6.0000,2.0000,�,�,�,3.0000,2.0000
369426,19.6667,17.3333,7.0000,1.3333,0.4880,0.2566,0.2083,1.0000,3.6667
493891,10.3333,5.5556,3.3889,0.3333,0.1388,0.0797,0.0700,1.3333,0.3889
483971,14.1667,8.3333,4.3333,1.5000,0.3529,0.2405,0.2222,0.5000,1.6667
240017,10.0000,4.5714,2.8571,0.2857,0.0949,0.0470,0.0417,0.8571,0.4286
517791,9.0769,4.6154,3.3846,0.3077,0.2960,0.1475,0.1458,0.7692,0.3077
459788,11.2500,5.5000,2.5000,1.0000,0.0773,0.0408,0.0000,1.0000,0.2500
83838,8.0000,4.6667,2.0000,0.0000,0.1168,0.1000,0.0000,0.3333,1.0000
525647,12.0000,7.2500,3.5000,1.0000,0.2130,0.0950,0.0000,1.2500,1.0000
344310,11.4000,8.4000,5.6000,1.2000,0.2818,0.1028,0.0192,1.2000,1.4000
413950,14.4000,10.0000,6.4000,1.2000,0.2270,0.0960,0.0564,1.2000,1.4000
467817,12.4286,5.7143,5.8571,0.8571,0.2575,0.1474,0.1481,1.4286,1.1429
167276,10.1500,5.2500,2.4000,0.6000,0.1699,0.0810,0.0502,1.0500,0.9000
33219,10.0000,6.0000,3.0000,1.0000,0.0000,0.0000,0.0000,2.0000,0.0000
187266,11.8750,8.6250,3.5000,1.0000,0.3535,0.1710,0.1051,1.8750,1.3750
56829,10.3333,12.0000,2.6667,0.3333,0.2503,0.0648,0.0536,0.3333,2.0000
499007,12.5000,3.5000,3.5000,0.5000,0.1540,0.0714,0.0000,0.5000,0.0000
204104,12.8182,6.6364,3.6364,1.1818,0.1334,0.0808,0.0529,1.1818,1.1818
312978,10.4000,5.4000,2.5000,0.7000,0.1539,0.0733,0.0750,1.0000,0.3000
312207,11.0000,8.4000,5.4000,0.2000,0.1182,0.0573,0.0000,0.8000,1.4000
331680,10.3333,5.3333,5.3333,1.0000,0.1497,0.0476,0.0000,0.3333,1.0000
496506,10.5333,7.1333,2.7333,0.5333,0.0891,0.0428,0.0203,1.2000,0.3333
88956,17.5000,18.5000,10.5000,3.0000,0.1357,0.0435,0.0000,0.5000,5.5000
76032,14.7500,6.6250,5.8750,1.7500,0.2178,0.1229,0.0966,0.7500,1.2500
520908,10.0000,4.0000,2.7273,0.7273,0.0954,0.0412,0.0250,0.5455,0.2727
81723,15.0000,8.5000,7.0000,2.0000,0.3382,0.2222,0.1429,1.0000,2.5000
513755,10.3333,5.0000,3.8667,0.5333,0.1516,0.0811,0.0797,1.0667,0.2000
17761,14.6667,5.6667,5.3333,0.6667,0.2153,0.1002,0.0000,0.3333,1.3333
497951,12.4286,9.4286,4.4286,1.0000,0.2436,0.1132,0.0577,1.1429,2.0000
289540,10.7000,5.1000,3.3000,0.5000,0.0829,0.0489,0.0222,0.8000,0.4000
399407,12.2500,5.9167,3.5833,0.4167,0.1484,0.0834,0.1091,1.9167,0.3333
469690,9.4444,4.2222,2.5556,0.4444,0.0187,0.0061,0.0000,0.7778,0.5556
497125,12.0000,5.0000,3.0000,1.0000,�,�,�,2.0000,0.0000
521477,15.1250,9.7500,6.5000,1.5000,0.2709,0.1631,0.1799,3.0000,1.5000
356802,7.0000,1.5000,1.2500,0.2500,0.0997,0.0556,0.0000,0.2500,0.0000
514993,15.2000,11.8000,4.2000,1.4000,0.2163,0.1166,0.0692,2.2000,1.2000
513017,14.5000,9.0000,5.5000,1.7500,0.3475,0.1562,0.0972,2.2500,2.2500
388356,11.0000,6.4615,3.0000,0.8462,0.1436,0.0765,0.0786,0.9231,0.8462
216134,12.4000,6.0000,4.0000,0.8000,0.1467,0.0949,0.0625,2.2000,0.4000
527244,9.7143,4.4286,2.4286,0.8571,0.1704,0.1066,0.0833,0.8571,0.7143
477229,21.5000,13.0000,8.0000,3.5000,0.1358,0.0952,0.1333,4.0000,1.5000
27955,8.5000,4.0000,1.5000,0.0000,0.2178,0.1044,0.0833,0.5000,1.0000
39767,14.0000,7.2500,5.0000,1.0000,0.3371,0.0833,0.0370,0.5000,2.0000
131927,9.0000,5.5000,2.2500,0.2500,0.1059,0.0928,0.0000,2.0000,0.0000
269398,14.3333,5.6667,5.3333,1.6667,0.2313,0.1140,0.2885,3.0000,0.6667
166108,8.5000,4.0000,2.0000,0.5000,0.1450,0.1111,0.0000,3.0000,0.0000
61312,13.0000,10.5000,4.5000,2.0000,0.0370,0.0370,0.0000,1.5000,0.5000
227376,10.5000,5.0000,3.6667,0.6667,0.1205,0.1368,0.2333,0.6667,1.0000
66189,10.0000,6.5000,4.0000,0.5000,0.0000,0.0000,0.0000,2.5000,0.5000
339733,10.8750,5.2500,3.6250,0.5000,0.1311,0.0699,0.0000,1.3750,1.0000
1735,9.6667,3.0000,5.0000,0.6667,0.1738,0.0400,0.0000,0.6667,0.6667
526118,13.0000,11.0000,2.0000,0.0000,�,�,�,2.0000,0.0000
236833,12.0000,10.0000,2.3333,1.0000,0.2404,0.1204,0.0000,2.0000,1.6667
35701,13.0000,7.3333,5.0000,1.0000,0.0054,0.0185,0.0000,2.0000,0.6667
337016,9.0000,6.0000,2.5000,0.5000,0.1066,0.0417,0.0000,0.5000,1.0000
203679,5.5000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
531120,11.0000,6.3333,3.2500,0.8333,0.1493,0.0872,0.1039,1.8333,0.3333
32680,11.0000,4.3000,3.6000,1.0000,0.2616,0.1455,0.1167,1.4000,0.3000
149663,11.6667,6.6667,2.3333,0.6667,0.1167,0.0556,0.0000,0.3333,1.0000
420672,9.0000,6.4000,2.2000,0.6000,0.2135,0.1213,0.0000,0.6000,1.2000
179762,12.7500,7.7500,2.5000,0.5000,0.1396,0.0563,0.0733,1.2500,0.7500
299463,10.0000,6.1538,3.0000,0.2308,0.1773,0.0998,0.0942,0.4615,0.8462
434369,10.8462,5.7692,2.4615,0.4615,0.1991,0.0905,0.0212,1.3077,1.3846
452223,11.4286,7.0000,2.8571,1.2857,0.1631,0.0617,0.0476,1.4286,0.2857
102179,11.0000,5.6667,2.6667,0.3333,0.4845,0.2188,0.0714,0.6667,2.0000
163971,13.6667,9.6667,5.1667,1.6667,0.1848,0.1126,0.0637,1.1667,1.1667
158243,11.8750,5.3750,4.1250,0.5000,0.2152,0.0935,0.0773,1.6250,0.6250
410671,10.2500,7.5000,3.5000,1.7500,0.2251,0.1019,0.0513,1.2500,1.7500
50444,6.0000,1.0000,1.0000,0.0000,�,�,�,0.0000,0.0000
27908,10.5714,4.7143,2.8571,0.5714,0.2450,0.1098,0.0303,0.7143,1.4286
118392,9.0000,2.3333,3.0000,0.3333,0.3144,0.1571,0.0000,0.3333,1.3333
51206,9.6667,5.6667,2.3333,1.0000,0.0000,0.0000,0.0000,2.0000,0.0000
120379,15.1667,8.1667,5.5000,1.8333,0.3945,0.1660,0.0222,0.8333,2.3333
75509,18.0000,7.0000,5.0000,2.0000,�,�,�,3.0000,2.0000
141980,14.0000,8.8333,6.8333,1.5000,0.2586,0.1026,0.0500,1.1667,1.6667
356204,21.0000,24.0000,10.0000,2.6667,0.5786,0.2164,0.1162,2.0000,5.0000
59176,15.6667,12.3333,7.3333,2.3333,0.1512,0.0469,0.0217,3.3333,1.3333
422009,10.4000,5.0000,4.1000,0.5000,0.2369,0.1107,0.1168,1.4000,0.3000
170391,13.3000,8.7000,4.1000,1.2000,0.1474,0.0801,0.0401,2.1000,0.5000
178646,10.0000,2.5000,3.5000,0.5000,0.3035,0.1818,0.0000,1.5000,0.0000
166325,18.0000,7.0000,8.0000,1.0000,�,�,�,0.0000,3.0000
271540,12.4444,7.2222,3.7778,0.8889,0.1809,0.1017,0.0852,0.8889,0.6667
324621,13.5000,4.0000,5.0000,0.5000,0.1791,0.0556,0.0000,0.5000,0.5000
200568,10.0000,6.2500,3.5000,0.7500,0.0984,0.0411,0.0370,1.2500,1.0000
131865,11.6667,6.0000,2.3333,0.6667,0.2065,0.1667,0.1000,0.3333,0.3333
297160,12.3333,10.6667,4.0000,1.0000,0.2248,0.0579,0.0385,1.6667,2.0000
7971,11.0000,5.3333,3.6667,0.3333,0.0000,0.0000,0.0000,0.6667,0.3333
324845,11.3000,7.8000,4.6000,0.7000,0.1473,0.0696,0.0678,1.0000,1.3000
252388,8.0000,2.8000,1.6000,0.6000,0.1079,0.0694,0.0625,1.0000,0.6000
72173,11.7143,5.7857,4.0000,0.7857,0.1473,0.0715,0.0636,0.7857,0.2857
367419,11.0000,5.3333,5.6667,1.0000,0.0274,0.0238,0.0000,1.0000,1.3333
33820,8.0000,2.6667,3.6667,0.0000,0.1039,0.0718,0.0000,0.3333,1.0000
430184,10.8571,8.0000,2.4286,0.4286,0.1993,0.0910,0.0313,0.4286,1.0000
536065,18.0000,8.5000,7.0000,2.0000,0.5118,0.2800,0.2222,2.0000,2.5000
483871,7.5000,4.0000,1.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1.0000
100276,10.6000,5.4000,4.0000,1.0000,0.1429,0.0983,0.1399,2.2000,0.2000
40306,11.0000,9.0000,2.0000,0.0000,�,�,�,0.0000,0.0000
191712,8.5000,1.5000,2.0000,0.5000,0.0000,0.0000,0.0000,0.0000,1.0000
217864,13.0000,12.0000,5.0000,1.0000,0.4726,0.2143,0.2000,0.5000,4.0000
58648,13.6667,7.3333,5.1667,1.3333,0.1982,0.1127,0.1206,2.0833,1.2500
511767,8.6667,3.3333,1.0000,0.3333,0.0000,0.0000,0.0000,0.6667,0.3333
28009,14.0769,6.3846,5.0769,1.1538,0.1769,0.0901,0.0592,1.7692,0.6923
112878,9.0000,8.0000,1.0000,0.0000,�,�,�,0.0000,3.0000
270036,18.0000,9.0000,5.0000,2.0000,�,�,�,2.0000,2.0000
512883,11.8000,8.2000,4.0000,0.8000,0.2098,0.0824,0.1125,2.2000,1.4000
277989,13.4545,9.0909,4.5455,1.0909,0.2163,0.0930,0.0641,1.7273,1.4545
47647,15.6000,11.0000,6.4000,1.2000,0.5718,0.2540,0.0802,1.4000,3.2000
406258,21.0000,25.0000,9.0000,3.0000,�,�,�,2.0000,2.0000
193866,13.0000,5.0000,3.0000,2.0000,�,�,�,1.0000,0.0000
88717,20.2500,20.0000,13.7500,2.0000,0.4777,0.2148,0.1622,4.5000,2.7500
423074,12.3846,8.8462,3.0000,0.6154,0.2314,0.1227,0.0930,0.3077,1.3846
468706,14.3000,8.2000,6.8000,1.9000,0.1683,0.0976,0.0672,1.2000,1.4000
484108,12.5000,11.3333,3.5000,0.1667,0.3854,0.1551,0.0893,1.6667,2.0000
515674,13.0000,6.0000,3.4000,0.8000,0.1237,0.0709,0.0000,0.6000,1.0000
68349,7.5000,4.5000,2.0000,0.0000,0.2007,0.0625,0.0000,0.0000,0.0000
312186,14.4286,13.7143,6.5714,1.8571,0.3646,0.1433,0.0709,1.1429,2.8571
392326,12.0000,8.1111,4.2222,0.5556,0.1845,0.0758,0.0096,0.7778,1.6667
322068,11.8571,8.4286,2.5714,0.8571,0.2500,0.1351,0.0708,0.7143,1.2857
353895,11.3333,8.0000,4.0000,0.6667,0.1989,0.0978,0.0000,0.6667,1.3333
86910,12.0000,6.5000,3.2500,1.2500,0.2225,0.1484,0.1879,2.5000,0.7500
381319,8.0000,10.3333,1.0000,0.0000,0.2316,0.0484,0.0000,0.3333,2.6667
321814,12.6667,6.5000,4.2500,1.5000,0.1516,0.0665,0.0357,1.6667,0.6667
472105,10.5882,5.3529,2.5882,0.5294,0.1496,0.1555,0.1856,0.1765,0.5882
432126,9.5000,6.7500,2.5000,0.5000,0.1840,0.0668,0.0000,0.5000,0.7500
352339,13.1250,6.1250,5.0000,1.1250,0.0820,0.0476,0.0390,1.5000,0.1250
445711,12.2500,6.2500,3.7500,1.0000,0.2012,0.0684,0.1346,2.5000,1.2500
483545,12.0000,9.0000,2.0000,1.0000,�,�,�,2.0000,1.0000
270757,12.9000,6.9000,5.9000,0.9000,0.1149,0.0604,0.0387,2.9000,0.4000
498237,11.0833,5.7500,3.3333,0.5833,0.2041,0.1381,0.0923,0.6667,0.9167
437621,11.1250,6.1875,3.0000,0.6250,0.2150,0.0976,0.1002,1.3125,0.8125
422407,10.1429,3.7143,2.7143,0.7143,0.0884,0.0627,0.0000,0.7143,0.1429
66996,10.0000,2.5000,2.7500,1.2500,0.0855,0.0389,0.0000,0.5000,0.0000
287987,14.0000,17.2000,7.6000,1.2000,0.5921,0.2730,0.3046,4.6000,2.4000
497651,13.0000,3.0000,5.0000,1.0000,�,�,�,0.0000,1.0000
79459,11.2500,4.5000,3.7500,0.7500,0.2649,0.1423,0.0556,1.0000,0.7500
12828,11.5000,7.3333,3.3333,0.6667,0.1916,0.0876,0.0000,1.5000,1.0000
30147,13.1667,5.8333,2.5000,1.0000,0.0826,0.0200,0.0000,0.6667,0.5000
294014,18.5000,15.0000,5.0000,1.8333,0.3042,0.1243,0.0539,1.3333,2.0000
88998,8.5000,4.5000,3.5000,0.5000,0.0000,0.0000,0.0000,0.5000,0.5000
452611,6.0000,2.0000,1.3333,0.0000,0.1682,0.0714,0.0000,0.6667,0.0000
357994,9.8333,4.1667,2.8333,0.5000,0.1850,0.0901,0.0500,0.3333,0.8333
113042,13.5000,6.8333,3.6667,1.6667,0.2186,0.1396,0.1036,1.8333,0.8333
158484,12.1000,7.0000,4.0000,0.8000,0.1139,0.0695,0.0890,1.9000,0.4000
65112,15.4000,9.2000,6.6000,1.6000,0.2303,0.0911,0.0000,1.4000,1.6000
279787,11.2000,5.7000,4.0000,0.9000,0.1943,0.0708,0.0444,1.0000,0.8000
388528,12.7500,5.2500,5.7500,1.0000,0.2341,0.1585,0.1222,2.0000,0.5000
30582,10.0000,4.8000,2.6000,0.6000,0.2939,0.2188,0.1562,0.6000,0.0000
168871,11.4286,7.1429,3.7143,0.5714,0.2522,0.1139,0.0660,1.0714,1.3571
47843,12.8333,5.6667,4.5000,1.3333,0.0773,0.0384,0.0333,2.1667,0.6667
102037,13.7500,7.2500,5.0000,1.2500,0.1412,0.0707,0.0667,0.5000,1.2500
324381,8.0000,4.6667,1.3333,0.3333,0.2667,0.1082,0.0833,0.0000,1.6667
33061,9.5000,5.0000,2.4000,0.7000,0.0990,0.0718,0.0648,1.4000,0.4000
92750,12.0000,4.3333,2.6667,1.0000,0.1302,0.0625,0.0625,2.0000,0.3333
510717,11.3077,5.6923,3.5385,0.8462,0.0909,0.0505,0.0591,1.2308,0.6154
91922,8.0000,3.5000,2.5000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000
284068,12.8333,11.8333,6.0000,2.0000,0.1759,0.1147,0.1016,3.0000,1.6667
118524,9.1000,3.7000,2.7000,0.2000,0.1541,0.0723,0.0714,0.8000,0.8000
354249,10.0000,2.0000,4.0000,0.0000,�,�,�,1.0000,0.0000
389850,10.0000,4.0000,2.0000,0.5000,0.0000,0.0000,0.0000,0.5000,0.0000
45201,9.5000,6.2500,2.5000,0.5000,0.0995,0.0651,0.1667,1.7500,0.2500
5429,9.3333,3.3333,2.6667,0.0000,0.1877,0.0455,0.0000,0.3333,1.3333
349754,13.0000,8.1000,4.5000,1.1000,0.3173,0.1503,0.2004,2.7000,1.0000
529735,17.0000,7.5000,6.5000,1.5000,0.2362,0.1579,0.1111,3.0000,0.0000
494258,17.3333,16.0000,7.3333,2.0000,0.4669,0.2084,0.1875,0.6667,2.3333
225307,12.1538,5.0000,5.3077,1.0769,0.1327,0.0524,0.0886,2.1538,0.3846
126675,9.3333,5.6667,3.0000,1.0000,0.1155,0.0729,0.0714,1.3333,0.6667
82359,9.0000,4.3333,2.3333,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
375878,17.0000,10.0000,4.0000,3.0000,�,�,�,0.0000,4.0000
393619,18.0000,9.8000,6.2000,1.8000,0.2469,0.1491,0.0833,1.8000,1.0000
45644,12.0000,6.7500,3.5000,0.7500,0.1194,0.0500,0.0000,1.2500,1.0000
470965,14.0000,10.0000,4.5000,1.0000,0.3571,0.1476,0.0290,2.5000,1.7500
35027,9.6667,4.3333,1.6667,0.3333,0.0631,0.0185,0.0000,0.6667,0.0000
210404,12.0000,7.3333,3.0000,0.3333,0.1227,0.0645,0.0500,0.6667,1.0000
293881,14.4000,7.0000,5.0000,0.6000,0.2682,0.0806,0.0625,0.8000,0.2000
414489,13.2000,6.2000,4.4000,1.0000,0.3990,0.1762,0.1214,1.0000,1.6000
213368,9.2500,3.2500,2.7500,0.2500,0.1313,0.0970,0.0000,1.0000,0.2500
495138,7.1250,4.0000,1.1250,0.2500,0.1015,0.0204,0.0000,0.2500,0.6250
395762,11.0000,7.4000,3.6000,0.6000,0.1793,0.1035,0.0500,0.6000,1.0000
161856,9.0000,3.6667,2.3333,0.3333,0.2034,0.0952,0.0000,0.6667,1.0000
273632,10.2000,6.0000,2.8000,0.0000,0.1449,0.0863,0.0000,1.0000,1.0000
373766,13.1250,5.6250,4.5000,0.6250,0.2218,0.1067,0.1190,1.1250,0.8750
105685,17.5000,12.0000,6.5000,2.5000,0.0568,0.0182,0.0000,1.0000,2.0000
392980,8.8750,4.2500,1.7500,0.2917,0.1036,0.0617,0.0350,0.4583,0.6667
181332,15.3333,8.3333,6.3333,1.3333,0.5357,0.1935,0.1667,1.6667,3.6667
454484,10.0000,5.0000,2.2500,0.5000,0.1823,0.0641,0.0476,0.2500,1.5000
216052,9.0000,5.0000,3.0000,0.0000,�,�,�,0.0000,1.0000
268351,18.0000,24.0000,6.0000,2.0000,�,�,�,4.0000,2.0000
313398,13.0000,7.5000,2.5000,0.5000,0.2873,0.0800,0.0000,0.5000,1.0000
33954,10.5000,3.2500,3.5000,1.0000,0.1138,0.0556,0.0000,0.5000,0.0000
262139,10.8000,5.6000,3.6000,0.2000,0.1881,0.0786,0.0000,0.4000,1.0000
358240,13.0000,5.0000,5.0000,1.0000,�,�,�,1.0000,2.0000
226446,15.8000,8.2000,5.4000,1.6000,0.1439,0.0678,0.1250,1.8000,1.2000
368650,9.2000,6.0000,2.2000,0.5000,0.2475,0.1148,0.0500,1.1000,1.0000
261949,13.4000,8.8000,5.0000,1.5000,0.3864,0.1207,0.0410,1.0000,2.8000
261778,9.9000,5.2500,2.6500,0.4000,0.0878,0.0562,0.0303,0.3500,0.5000
287805,10.5714,3.8571,3.7143,0.1429,0.1594,0.0623,0.1270,1.5714,1.2857
72171,8.0000,3.3333,1.6667,0.3333,0.1784,0.1667,0.1667,0.0000,1.0000
494008,7.0000,3.0000,1.0000,0.0000,�,�,�,0.0000,0.0000
74550,20.0000,9.0000,11.0000,3.0000,�,�,�,4.0000,1.0000
222115,9.1333,4.8000,2.3333,0.4000,0.1965,0.0947,0.0222,0.4000,0.6667
148608,13.0000,7.5714,5.2857,1.1429,0.3445,0.1546,0.0355,0.7143,2.1429
122456,9.6429,4.0714,3.2143,0.3571,0.1309,0.0682,0.0154,0.4286,0.5714
160102,8.5714,3.8571,2.1429,0.2857,0.0505,0.0238,0.0238,0.7143,0.1429
15341,8.4000,2.8000,2.6000,0.4000,0.0575,0.0417,0.0833,0.4000,0.4000
340240,10.6667,4.3333,4.0000,0.3333,0.0671,0.0278,0.0000,0.3333,0.0000
142501,17.0000,12.4000,6.0000,2.0000,0.1716,0.1180,0.0992,2.4000,1.2000
490808,10.6923,6.1538,3.2308,0.3846,0.1853,0.0991,0.0995,0.7692,0.9231
250382,10.5000,6.7500,3.0000,0.5000,0.1415,0.0456,0.0000,0.2500,1.5000
171405,19.0000,8.0000,3.0000,0.0000,�,�,�,1.0000,0.0000
90102,8.8571,4.8571,2.2857,0.2857,0.1288,0.0590,0.0000,0.5714,0.4286
378798,15.0000,13.1429,4.8571,1.4286,0.2463,0.0817,0.0397,2.2857,1.8571
140068,11.6667,6.5000,3.8333,0.8333,0.1675,0.1105,0.1377,2.0000,0.6667
8538,39.0000,24.0000,14.0000,4.0000,�,�,�,5.0000,6.0000
285031,16.0000,7.0000,8.0000,0.0000,�,�,�,1.0000,1.0000
124786,11.8000,6.8000,4.6000,0.8000,0.0910,0.0114,0.0278,1.4000,0.8000
143906,13.5714,8.7143,5.7143,1.5714,0.3293,0.1599,0.1193,1.5714,2.1429
163183,9.2222,3.8889,2.4444,0.5556,0.2368,0.0806,0.0562,0.4444,1.1111
3360,9.5000,6.0000,2.0000,0.5000,0.2456,0.1121,0.0000,0.6667,1.3333
431762,10.0000,6.0000,2.0000,1.0000,�,�,�,2.0000,0.0000
189743,10.6000,8.6000,3.8000,1.4000,0.2123,0.0729,0.0682,2.2000,2.2000
182515,14.7500,11.3750,5.6250,1.6250,0.2698,0.1303,0.0968,1.1250,1.0000
510450,14.0000,9.7500,5.5000,1.5000,0.3581,0.1722,0.0862,1.5000,2.5000
207220,10.5000,2.5000,3.0000,0.5000,0.0000,0.0000,0.0000,0.5000,0.5000
354672,6.5000,0.5000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
425196,10.3333,4.4167,2.5000,0.5000,0.1580,0.1243,0.0939,1.0833,0.5000
211141,9.6250,2.7500,3.3750,0.7500,0.2289,0.0731,0.0000,0.5000,1.1250
419022,10.0000,5.5000,3.2500,1.2500,0.5082,0.3550,0.2778,2.5000,0.7500
419439,8.4286,3.4286,2.2857,0.4286,0.2095,0.1101,0.0000,0.4286,0.4286
191528,9.0000,5.6154,1.3077,0.0000,0.1371,0.0659,0.0905,0.5385,0.5385
182250,9.0000,4.6667,3.6667,0.6667,0.3024,0.1556,0.2381,2.0000,0.6667
